Project,log ID,Log,Log level,Log URL,Code(double click),Log content relation,Log-code relation
activemq,19780,"LOG.debug(""Processing replay command: "" + command)",debug,https://github.com/apache/activemq/blob/main/activemq-client/src/main/java/org/apache/activemq/transport/reliable/ReliableTransport.java/#L286,"protected void replayCommands(ReplayCommand command) {
        try {
            if (replayer == null) {
                onException(new IOException(""Cannot replay commands. No replayer property configured""));
            }
            if (LOG.isDebugEnabled()) {
                
---------------Reference log start----------------
LOG.debug(""Processing replay command: "" + command)
---------------Reference log end----------------
            }
            getReplayBuffer().replayMessages(command.getFirstNakNumber(), command.getLastNakNumber(), replayer);

            // TODO we could proactively remove ack'd stuff from the replay
            // buffer
            // if we only have a single client talking to us
        } catch (IOException e) {
            onException(e);
        }
    }",,
activemq,18648,"LOG.debug(""Failed to read URI to build transportURIsAsMap"", e)",debug,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/broker/BrokerService.java/#L1385,"public Map<String, String> getTransportConnectorURIsAsMap() {
        Map<String, String> answer = new HashMap<>();
        for (TransportConnector connector : transportConnectors) {
            try {
                URI uri = connector.getConnectUri();
                if (uri != null) {
                    String scheme = uri.getScheme();
                    if (scheme != null) {
                        answer.put(scheme.toLowerCase(Locale.ENGLISH), uri.toString());
                    }
                }
            } catch (Exception e) {
                
---------------Reference log start----------------
LOG.debug(""Failed to read URI to build transportURIsAsMap"", e)
---------------Reference log end----------------
            }
        }
        return answer;
    }",,
activemq,19050,"LOG.info(""Stopping "" + broker + "" due to exception, "" + exception, exception)",info,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/util/DefaultIOExceptionHandler.java/#L179,"private void stopBroker(Exception exception) {
        
---------------Reference log start----------------
LOG.info(""Stopping "" + broker + "" due to exception, "" + exception, exception)
---------------Reference log end----------------
        new Thread(""IOExceptionHandler: stopping "" + broker) {
            @Override
            public void run() {
                try {
                    if( broker.isRestartAllowed() ) {
                        broker.requestRestart();
                    }
                    broker.setSystemExitOnShutdown(isSystemExitOnShutdown());
                    broker.stop();
                } catch (Exception e) {
                    LOG.warn(""Failure occurred while stopping broker"", e);
                }
            }
        }.start();
    }",,
activemq,17841,"LOG.debug(""Could not get JDBC connection for checkpoint: "" + e, e)",debug,https://github.com/apache/activemq/blob/main/activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapter.java/#L717,"@Override
    public void checkpoint(boolean sync) throws IOException {
        // by pass TransactionContext to avoid IO Exception handler
        Connection connection = null;
        try {
            connection = getDataSource().getConnection();
            if (!connection.isValid(10)) {
                throw new IOException(""isValid(10) failed for: "" + connection);
            }
        } catch (SQLException e) {
            
---------------Reference log start----------------
LOG.debug(""Could not get JDBC connection for checkpoint: "" + e, e)
---------------Reference log end----------------
            throw IOExceptionSupport.create(e);
        } finally {
            if (connection != null) {
                try {
                    connection.close();
                } catch (Throwable ignored) {
                }
            }
        }
    }",,
activemq,18972,LOG.error(e.toString()),error,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/security/LDAPAuthorizationMap.java/#L383,"protected Set<GroupPrincipal> getACLs(ActiveMQDestination destination, String roleBase, String roleAttribute) {
        try {
            context = open();
        } catch (NamingException e) {
            
---------------Reference log start----------------
LOG.error(e.toString())
---------------Reference log end----------------
            return new HashSet<GroupPrincipal>();
        }



        String destinationBase = """";
        SearchControls constraints = new SearchControls();
        if (AdvisorySupport.isAdvisoryTopic(destination) && useAdvisorySearchBase) {
            destinationBase = advisorySearchBase;
        } else {
            if ((destination.getDestinationType() & ActiveMQDestination.QUEUE_TYPE) == ActiveMQDestination.QUEUE_TYPE) {
                destinationBase = queueSearchMatchingFormat.format(new String[]{destination.getPhysicalName()});
                if (queueSearchSubtreeBool) {
                    constraints.setSearchScope(SearchControls.SUBTREE_SCOPE);
                } else {
                    constraints.setSearchScope(SearchControls.ONELEVEL_SCOPE);
                }
            }
            if ((destination.getDestinationType() & ActiveMQDestination.TOPIC_TYPE) == ActiveMQDestination.TOPIC_TYPE) {
                destinationBase = topicSearchMatchingFormat.format(new String[]{destination.getPhysicalName()});
                if (topicSearchSubtreeBool) {
                    constraints.setSearchScope(SearchControls.SUBTREE_SCOPE);
                } else {
                    constraints.setSearchScope(SearchControls.ONELEVEL_SCOPE);
                }
            }
        }

        constraints.setReturningAttributes(new String[] {roleAttribute});

        return getACLs(destinationBase, constraints, roleBase, roleAttribute);
    }",,
activemq,19503,"LOG.debug(""tx remove replayed producer :"" + producerState.getInfo())",debug,https://github.com/apache/activemq/blob/main/activemq-client/src/main/java/org/apache/activemq/state/ConnectionStateTracker.java/#L265,"private void restoreTransactions(Transport transport, ConnectionState connectionState) throws IOException {
        Vector<TransactionInfo> toRollback = new Vector<>();
        for (TransactionState transactionState : connectionState.getTransactionStates()) {
            if (LOG.isDebugEnabled()) {
                LOG.debug(""tx: "" + transactionState.getId());
            }

            // rollback any completed transactions - no way to know if commit got there
            // or if reply went missing
            //
            if (!transactionState.getCommands().isEmpty()) {
                Command lastCommand = transactionState.getCommands().get(transactionState.getCommands().size() - 1);
                if (lastCommand instanceof TransactionInfo) {
                    TransactionInfo transactionInfo = (TransactionInfo) lastCommand;
                    if (transactionInfo.getType() == TransactionInfo.COMMIT_ONE_PHASE) {
                        if (LOG.isDebugEnabled()) {
                            LOG.debug(""rolling back potentially completed tx: "" + transactionState.getId());
                        }
                        toRollback.add(transactionInfo);
                        continue;
                    }
                }
            }

            // replay short lived producers that may have been involved in the transaction
            for (ProducerState producerState : transactionState.getProducerStates().values()) {
                if (LOG.isDebugEnabled()) {
                    LOG.debug(""tx replay producer :"" + producerState.getInfo());
                }
                transport.oneway(producerState.getInfo());
            }

            for (Command command : transactionState.getCommands()) {
                if (LOG.isDebugEnabled()) {
                    LOG.debug(""tx replay: "" + command);
                }
                transport.oneway(command);
            }

            for (ProducerState producerState : transactionState.getProducerStates().values()) {
                if (LOG.isDebugEnabled()) {
                    
---------------Reference log start----------------
LOG.debug(""tx remove replayed producer :"" + producerState.getInfo())
---------------Reference log end----------------
                }
                transport.oneway(producerState.getInfo().createRemoveCommand());
            }
        }

        for (TransactionInfo command: toRollback) {
            // respond to the outstanding commit
            ExceptionResponse response = new ExceptionResponse();
            response.setException(new TransactionRolledBackException(""Transaction completion in doubt due to failover. Forcing rollback of "" + command.getTransactionId()));
            response.setCorrelationId(command.getCommandId());
            transport.getTransportListener().onCommand(response);
        }
    }",,
activemq,19166,"LOG.info(""{}, static destination excluded: {}"", configuration.getBrokerName(), dest)",info,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/network/DemandForwardingBridgeSupport.java/#L1405,"protected void setupStaticDestinations() {
        ActiveMQDestination[] dests = staticallyIncludedDestinations;
        if (dests != null) {
            for (ActiveMQDestination dest : dests) {
                if (isPermissableDestination(dest)) {
                    DemandSubscription sub = createDemandSubscription(dest, null);
                    if (sub != null) {
                        sub.setStaticallyIncluded(true);
                        try {
                            addSubscription(sub);
                        } catch (IOException e) {
                            LOG.error(""Failed to add static destination {}"", dest, e);
                        }
                        LOG.trace(""{}, bridging messages for static destination: {}"", configuration.getBrokerName(), dest);
                    } else {
                        LOG.info(""{}, static destination excluded: {}, demand already exists"", configuration.getBrokerName(), dest);
                    }
                } else {
                    
---------------Reference log start----------------
LOG.info(""{}, static destination excluded: {}"", configuration.getBrokerName(), dest)
---------------Reference log end----------------
                }
            }
        }
    }",,
activemq,18758,"LOG.debug(""recovered prepared transaction: {}"", transaction.getTransactionId())",debug,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/broker/TransactionBroker.java/#L108,"public void recover(XATransactionId xid, Message[] addedMessages, MessageAck[] aks) {
                    try {
                        beginTransaction(context, xid);
                        XATransaction transaction = (XATransaction) getTransaction(context, xid, false);
                        for (int i = 0; i < addedMessages.length; i++) {
                            forceDestinationWakeupOnCompletion(context, transaction, addedMessages[i].getDestination(), addedMessages[i]);
                        }
                        for (int i = 0; i < aks.length; i++) {
                            forceDestinationWakeupOnCompletion(context, transaction, aks[i].getDestination(), aks[i]);
                        }
                        transaction.setState(Transaction.PREPARED_STATE);
                        registerMBean(transaction);
                        
---------------Reference log start----------------
LOG.debug(""recovered prepared transaction: {}"", transaction.getTransactionId())
---------------Reference log end----------------
                    } catch (Throwable e) {
                        throw new WrappedException(e);
                    }
                }",,
activemq,18811,"LOG.error(""Failed to get current cursor "", e)",error,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/broker/region/cursors/StoreDurableSubscriberCursor.java/#L254,"@Override
    public synchronized boolean hasNext() {
        boolean result = true;
        if (result) {
            try {
                currentCursor = getNextCursor();
            } catch (Exception e) {
                
---------------Reference log start----------------
LOG.error(""Failed to get current cursor "", e)
---------------Reference log end----------------
                throw new RuntimeException(e);
            }
            result = currentCursor != null ? currentCursor.hasNext() : false;
        }
        return result;
    }",,
activemq,17833,"LOG.info(""Using a separate dataSource for locking: "" + lockDataSource)",info,https://github.com/apache/activemq/blob/main/activemq-jdbc-store/src/main/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapter.java/#L434,"public void setLockDataSource(DataSource dataSource) {
        this.lockDataSource = dataSource;
        
---------------Reference log start----------------
LOG.info(""Using a separate dataSource for locking: "" + lockDataSource)
---------------Reference log end----------------
    }
    }",,
activemq,18173,"LOG.info(""Temporary topic created: {}"", temporaryTopic.getTopicName())",info,https://github.com/apache/activemq/blob/main/activemq-tooling/activemq-perf-maven-plugin/src/main/java/org/apache/activemq/tool/AbstractJmsClient.java/#L264,"protected Destination createTemporaryDestination(String destName) throws JMSException {
        byte destinationType = getDestinationType(destName);

        if (destinationType == ActiveMQDestination.TEMP_QUEUE_TYPE) {
            LOG.warn(""Creating temporary queue. Requested name ({}) ignored."", destName);
            TemporaryQueue temporaryQueue = getSession().createTemporaryQueue();
            LOG.info(""Temporary queue created: {}"", temporaryQueue.getQueueName());
            return temporaryQueue;
        } else if (destinationType == ActiveMQDestination.TEMP_TOPIC_TYPE) {
            LOG.warn(""Creating temporary topic. Requested name ({}) ignored."", destName);
            TemporaryTopic temporaryTopic = getSession().createTemporaryTopic();
            
---------------Reference log start----------------
LOG.info(""Temporary topic created: {}"", temporaryTopic.getTopicName())
---------------Reference log end----------------
            return temporaryTopic;
        } else {
            throw new IllegalArgumentException(""Unrecognized destination type: "" + destinationType);
        }
    }",,
activemq,19231,"LOG.debug(""Start failure exception: "", e)",debug,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/network/DiscoveryNetworkConnector.java/#L170,"@Override
    public void onServiceAdd(DiscoveryEvent event) {
        // Ignore events once we start stopping.
        if (serviceSupport.isStopped() || serviceSupport.isStopping()) {
            return;
        }
        String url = event.getServiceName();
        if (url != null) {
            URI uri;
            try {
                uri = new URI(url);
            } catch (URISyntaxException e) {
                LOG.warn(""Could not connect to remote URI: {} due to bad URI syntax: "", url, e);
                return;
            }

            if (localURI.equals(uri)) {
                LOG.debug(""not connecting loopback: {}"", uri);
                return;
            }

            if (connectionFilter != null && !connectionFilter.connectTo(uri)) {
                LOG.debug(""connectionFilter disallows connection to: {}"", uri);
                return;
            }

            // Should we try to connect to that URI?
            if (activeEvents.putIfAbsent(uri, event) != null) {
                LOG.debug(""Discovery agent generated a duplicate onServiceAdd event for: {}"", uri);
                return;
            }

            URI connectUri = uri;
            try {
                connectUri = URISupport.applyParameters(connectUri, parameters, DISCOVERED_OPTION_PREFIX);
            } catch (URISyntaxException e) {
                LOG.warn(""could not apply query parameters: {} to: {}"",parameters, connectUri, e);
            }

            LOG.info(""Establishing network connection from {} to {}"", localURI, connectUri);

            Transport remoteTransport;
            Transport localTransport;
            try {
                // Allows the transport to access the broker's ssl configuration.
                if (getSslContext() != null) {
                    SslContext.setCurrentSslContext(getSslContext());
                } else {
                    SslContext.setCurrentSslContext(getBrokerService().getSslContext());
                }
                try {
                    remoteTransport = TransportFactory.connect(connectUri);
                } catch (Exception e) {
                    LOG.warn(""Could not connect to remote URI: {}: {}"", connectUri, e.getMessage());
                    LOG.debug(""Connection failure exception: "", e);
                    try {
                        discoveryAgent.serviceFailed(event);
                    } catch (IOException e1) {
                        LOG.debug(""Failure while handling create remote transport failure event: {}"", e1.getMessage(), e1);
                    }
                    return;
                }
                try {
                    localTransport = createLocalTransport();
                } catch (Exception e) {
                    ServiceSupport.dispose(remoteTransport);
                    LOG.warn(""Could not connect to local URI: {}: {}"", localURI, e.getMessage());
                    LOG.debug(""Connection failure exception: "", e);

                    try {
                        discoveryAgent.serviceFailed(event);
                    } catch (IOException e1) {
                        LOG.debug(""Failure while handling create local transport failure event: {}"", e1.getMessage(), e1);
                    }
                    return;
                }
            } finally {
                SslContext.setCurrentSslContext(null);
            }
            NetworkBridge bridge = createBridge(localTransport, remoteTransport, event);
            try {
                synchronized (bridges) {
                    bridges.put(uri, bridge);
                }
                bridge.start();
            } catch (Exception e) {
                ServiceSupport.dispose(localTransport);
                ServiceSupport.dispose(remoteTransport);
                LOG.warn(""Could not start network bridge between: {} and: {} due to: {}"", localURI, uri, e.getMessage());
                
---------------Reference log start----------------
LOG.debug(""Start failure exception: "", e)
---------------Reference log end----------------
                try {
                    // Will remove bridge and active event.
                    discoveryAgent.serviceFailed(event);
                } catch (IOException e1) {
                    LOG.debug(""Discovery agent failure while handling failure event: {}"", e1.getMessage(), e1);
                }
            }
        }
    }",,
activemq,18335,"LOG.debug(""sending final available messages"")",debug,https://github.com/apache/activemq/blob/main/activemq-web/src/main/java/org/apache/activemq/web/MessageListenerServlet.java/#L417,"protected void doMessages(AjaxWebClient client, HttpServletRequest request, HttpServletResponse response) throws JMSException, IOException {

        int messages = 0;
        // This is a poll for any messages

        long timeout = getReadTimeout(request);
        if (LOG.isDebugEnabled()) {
            LOG.debug(""doMessage timeout="" + timeout);
        }

        // this is non-null if we're resuming the continuation.
        // attributes set in AjaxListener
        UndeliveredAjaxMessage undelivered_message = null;
        Message message = null;
        undelivered_message = (UndeliveredAjaxMessage)request.getAttribute(""undelivered_message"");
        if( undelivered_message != null ) {
            message = undelivered_message.getMessage();
        }

        synchronized (client) {

            List<MessageConsumer> consumers = client.getConsumers();
            MessageAvailableConsumer consumer = null;
            if( undelivered_message != null ) {
                consumer = (MessageAvailableConsumer)undelivered_message.getConsumer();
            }

            if (message == null) {
                // Look for a message that is ready to go
                for (int i = 0; message == null && i < consumers.size(); i++) {
                    consumer = (MessageAvailableConsumer)consumers.get(i);
                    if (consumer.getAvailableListener() == null) {
                        continue;
                    }

                    // Look for any available messages
                    message = consumer.receive(10);
                    if (LOG.isDebugEnabled()) {
                        LOG.debug(""received "" + message + "" from "" + consumer);
                    }
                }
            }

            // prepare the response
            response.setContentType(""text/xml"");
            response.setHeader(""Cache-Control"", ""no-cache"");

            if (message == null && client.getListener().getUndeliveredMessages().size() == 0) {
                Continuation continuation = ContinuationSupport.getContinuation(request);

                // Add a listener to the continuation to make sure it actually
                // will expire (seems like a bug in Jetty Servlet 3 continuations,
                // see https://issues.apache.org/jira/browse/AMQ-3447
                continuation.addContinuationListener(new ContinuationListener() {
                    @Override
                    public void onTimeout(Continuation cont) {
                        if (LOG.isDebugEnabled()) {
                            LOG.debug(""Continuation "" + cont.toString() + "" expired."");
                        }
                    }

                    @Override
                    public void onComplete(Continuation cont) {
                        if (LOG.isDebugEnabled()) {
                           LOG.debug(""Continuation "" + cont.toString() + "" completed."");
                        }
                    }
                });

                if (continuation.isExpired()) {
                    response.setStatus(HttpServletResponse.SC_OK);
                    StringWriter swriter = new StringWriter();
                    PrintWriter writer = new PrintWriter(swriter);
                    writer.println(""<ajax-response>"");
                    writer.print(""</ajax-response>"");

                    writer.flush();
                    String m = swriter.toString();
                    response.getWriter().println(m);

                    return;
                }

                continuation.setTimeout(timeout);
                continuation.suspend();
                LOG.debug( ""Suspending continuation "" + continuation );

                // Fetch the listeners
                AjaxListener listener = client.getListener();
                listener.access();

                // register this continuation with our listener.
                listener.setContinuation(continuation);

                return;
            }

            StringWriter swriter = new StringWriter();
            PrintWriter writer = new PrintWriter(swriter);

            Map<MessageAvailableConsumer, String> consumerIdMap = client.getIdMap();
            Map<MessageAvailableConsumer, String> consumerDestinationNameMap = client.getDestinationNameMap();
            response.setStatus(HttpServletResponse.SC_OK);
            writer.println(""<ajax-response>"");

            // Send any message we already have
            if (message != null) {
                String id = consumerIdMap.get(consumer);
                String destinationName = consumerDestinationNameMap.get(consumer);
                LOG.debug( ""sending pre-existing message"" );
                writeMessageResponse(writer, message, id, destinationName);

                messages++;
            }

            // send messages buffered while continuation was unavailable.
            LinkedList<UndeliveredAjaxMessage> undeliveredMessages = ((AjaxListener)consumer.getAvailableListener()).getUndeliveredMessages();
            LOG.debug(""Send "" + undeliveredMessages.size() + "" unconsumed messages"");
            synchronized( undeliveredMessages ) {
                for (Iterator<UndeliveredAjaxMessage> it = undeliveredMessages.iterator(); it.hasNext();) {
                    messages++;
                    UndeliveredAjaxMessage undelivered = it.next();
                    Message msg = undelivered.getMessage();
                    consumer = (MessageAvailableConsumer)undelivered.getConsumer();
                    String id = consumerIdMap.get(consumer);
                    String destinationName = consumerDestinationNameMap.get(consumer);
                    LOG.debug( ""sending undelivered/buffered messages"" );
                    LOG.debug( ""msg:"" +msg+ "", id:"" +id+ "", destinationName:"" +destinationName);
                    writeMessageResponse(writer, msg, id, destinationName);
                    it.remove();
                    if (messages >= maximumMessages) {
                        break;
                    }
                }
            }

            // Send the rest of the messages
            for (int i = 0; i < consumers.size() && messages < maximumMessages; i++) {
                consumer = (MessageAvailableConsumer)consumers.get(i);
                if (consumer.getAvailableListener() == null) {
                    continue;
                }

                // Look for any available messages
                while (messages < maximumMessages) {
                    message = consumer.receiveNoWait();
                    if (message == null) {
                        break;
                    }
                    messages++;
                    String id = consumerIdMap.get(consumer);
                    String destinationName = consumerDestinationNameMap.get(consumer);
                    
---------------Reference log start----------------
LOG.debug(""sending final available messages"")
---------------Reference log end----------------
                    writeMessageResponse(writer, message, id, destinationName);
                }
            }

            writer.print(""</ajax-response>"");

            writer.flush();
            String m = swriter.toString();
            response.getWriter().println(m);
        }
    }",,
activemq,19594,"LOG.info(threadName + "" Elapsed time in milli second : "" + (tEnd - tStart) + "" milli seconds"")",info,https://github.com/apache/activemq/blob/main/activemq-client/src/main/java/org/apache/activemq/util/ProducerThread.java/#L94,"public void run() {
        MessageProducer producer = null;
        String threadName = Thread.currentThread().getName();
        try {
            producer = session.createProducer(destination);
            producer.setDeliveryMode(persistent ? DeliveryMode.PERSISTENT : DeliveryMode.NON_PERSISTENT);
            producer.setTimeToLive(msgTTL);
            initPayLoad();
            running = true;

            LOG.info(threadName +  "" Started to calculate elapsed time ...\n"");
            long tStart = System.currentTimeMillis();

            if (runIndefinitely) {
                while (running) {
                    synchronized (this) {
                        paused.await();
                    }
                    sendMessage(producer, threadName);
                    sentCount.incrementAndGet();
                }
            }else{
                for (sentCount.set(0); sentCount.get() < messageCount && running; sentCount.incrementAndGet()) {
                    synchronized (this) {
                        paused.await();
                    }
                    sendMessage(producer, threadName);
                }
            }

            LOG.info(threadName + "" Produced: "" + this.getSentCount() + "" messages"");
            long tEnd = System.currentTimeMillis();
            long elapsed = (tEnd - tStart) / 1000;
            LOG.info(threadName + "" Elapsed time in second : "" + elapsed + "" s"");
            
---------------Reference log start----------------
LOG.info(threadName + "" Elapsed time in milli second : "" + (tEnd - tStart) + "" milli seconds"")
---------------Reference log end----------------

        } catch (Exception e) {
            e.printStackTrace();
        } finally {
            if (finished != null) {
                finished.countDown();
            }
            if (producer != null) {
                try {
                    producer.close();
                } catch (JMSException e) {
                    e.printStackTrace();
                }
            }
        }
    }",,
activemq,19493,"LOG.trace(""ConsumerInfo advisory all ready routed once through target broker ("" + networkBrokerId + ""), path: "" + Arrays.toString(info.getBrokerPath()) + "" - ignoring: "" + message)",trace,https://github.com/apache/activemq/blob/main/activemq-client/src/main/java/org/apache/activemq/command/NetworkBridgeFilter.java/#L121,"protected boolean matchesForwardingFilter(Message message, MessageEvaluationContext mec) {

        if (contains(message.getBrokerPath(), networkBrokerId)) {
            if (LOG.isTraceEnabled()) {
                LOG.trace(""Message all ready routed once through target broker (""
                        + networkBrokerId + ""), path: ""
                        + Arrays.toString(message.getBrokerPath()) + "" - ignoring: "" + message);
            }
            return false;
        }

        int hops = message.getBrokerPath() == null ? 0 : message.getBrokerPath().length;

        if (messageTTL > -1 && hops >= messageTTL) {
            if (LOG.isTraceEnabled()) {
                LOG.trace(""Message restricted to "" + messageTTL + "" network hops ignoring: "" + message);
            }
            return false;
        }

        if (message.isAdvisory()) {
            if (consumerInfo != null && consumerInfo.isNetworkSubscription() && isAdvisoryInterpretedByNetworkBridge(message)) {
                // they will be interpreted by the bridge leading to dup commands
                if (LOG.isTraceEnabled()) {
                    LOG.trace(""not propagating advisory to network sub: "" + consumerInfo.getConsumerId() + "", message: ""+ message);
                }
                return false;
            } else if ( message.getDataStructure() != null && message.getDataStructure().getDataStructureType() == CommandTypes.CONSUMER_INFO) {
                ConsumerInfo info = (ConsumerInfo)message.getDataStructure();
                hops = info.getBrokerPath() == null ? 0 : info.getBrokerPath().length;
                if (consumerTTL > -1 && hops >= consumerTTL) {
                    if (LOG.isTraceEnabled()) {
                        LOG.trace(""ConsumerInfo advisory restricted to "" + consumerTTL + "" network hops ignoring: "" + message);
                    }
                    return false;
                }

                if (contains(info.getBrokerPath(), networkBrokerId)) {
                    
---------------Reference log start----------------
LOG.trace(""ConsumerInfo advisory all ready routed once through target broker ("" + networkBrokerId + ""), path: "" + Arrays.toString(info.getBrokerPath()) + "" - ignoring: "" + message)
---------------Reference log end----------------
                    return false;
                }
            }
        }
        return true;
    }",,
activemq,19453,"LOG.trace(""beforeEnd ack {}"", ack)",trace,https://github.com/apache/activemq/blob/main/activemq-client/src/main/java/org/apache/activemq/ActiveMQSession.java/#L957,"@Override
                            public void beforeEnd() throws Exception {
                                // validate our consumer so we don't push stale acks that get ignored
                                if (ack.getTransactionId().isXATransaction() && !connection.hasDispatcher(ack.getConsumerId())) {
                                    LOG.debug(""forcing rollback - {} consumer no longer active on {}"", ack, connection);
                                    throw new TransactionRolledBackException(""consumer "" + ack.getConsumerId() + "" no longer active on "" + connection);
                                }
                                
---------------Reference log start----------------
LOG.trace(""beforeEnd ack {}"", ack)
---------------Reference log end----------------
                                sendAck(ack);
                            }",,
activemq,17938,"LOG.trace(""Error loading command during ack forward: {}"", nextLocation)",trace,https://github.com/apache/activemq/blob/main/activemq-kahadb-store/src/main/java/org/apache/activemq/store/kahadb/MessageDatabase.java/#L2195,"private void forwardAllAcks(Integer journalToRead, Set<Integer> journalLogsReferenced) throws IllegalStateException, IOException {
        LOG.trace(""Attempting to move all acks in journal:{} to the front. Referenced files:{}"", journalToRead, journalLogsReferenced);

        DataFile forwardsFile = journal.reserveDataFile();
        forwardsFile.setTypeCode(COMPACTED_JOURNAL_FILE);
        LOG.trace(""Reserved file for forwarded acks: {}"", forwardsFile);

        Map<Integer, Set<Integer>> updatedAckLocations = new HashMap<>();

        try (TargetedDataFileAppender appender = new TargetedDataFileAppender(journal, forwardsFile);) {
            KahaRewrittenDataFileCommand compactionMarker = new KahaRewrittenDataFileCommand();
            compactionMarker.setSourceDataFileId(journalToRead);
            compactionMarker.setRewriteType(forwardsFile.getTypeCode());

            ByteSequence payload = toByteSequence(compactionMarker);
            appender.storeItem(payload, Journal.USER_RECORD_TYPE, false);
            LOG.trace(""Marked ack rewrites file as replacing file: {}"", journalToRead);

            final Location limit = new Location(journalToRead + 1, 0);
            Location nextLocation = getNextLocationForAckForward(new Location(journalToRead, 0), limit);
            while (nextLocation != null) {
                JournalCommand<?> command = null;
                try {
                    command = load(nextLocation);
                } catch (IOException ex) {
                    
---------------Reference log start----------------
LOG.trace(""Error loading command during ack forward: {}"", nextLocation)
---------------Reference log end----------------
                }

                if (shouldForward(command)) {
                    payload = toByteSequence(command);
                    Location location = appender.storeItem(payload, Journal.USER_RECORD_TYPE, false);
                    updatedAckLocations.put(location.getDataFileId(), journalLogsReferenced);
                }

                nextLocation = getNextLocationForAckForward(nextLocation, limit);
            }
        }

        LOG.trace(""ACKS forwarded, updates for ack locations: {}"", updatedAckLocations);

        // Lock index while we update the ackMessageFileMap.
        indexLock.writeLock().lock();

        // Update the ack map with the new locations of the acks
        for (Entry<Integer, Set<Integer>> entry : updatedAckLocations.entrySet()) {
            Set<Integer> referenceFileIds = metadata.ackMessageFileMap.get(entry.getKey());
            if (referenceFileIds == null) {
                referenceFileIds = new HashSet<>();
                referenceFileIds.addAll(entry.getValue());
                metadata.ackMessageFileMap.put(entry.getKey(), referenceFileIds);
                metadata.ackMessageFileMapDirtyFlag.lazySet(true);
            } else {
                referenceFileIds.addAll(entry.getValue());
            }
        }

        // remove the old location data from the ack map so that the old journal log file can
        // be removed on next GC.
        metadata.ackMessageFileMap.remove(journalToRead);
        metadata.ackMessageFileMapDirtyFlag.lazySet(true);

        indexLock.writeLock().unlock();

        LOG.trace(""ACK File Map following updates: {}"", metadata.ackMessageFileMap);
    }",,
activemq,19265,"LOG.warn(""Failed to register "" + destination, e)",warn,https://github.com/apache/activemq/blob/main/activemq-broker/src/main/java/org/apache/activemq/network/MBeanBridgeDestination.java/#L75,"public void onOutboundMessage(Message message) {
        ActiveMQDestination destination = message.getDestination();
        NetworkDestinationContainer networkDestinationContainer;

        if ((networkDestinationContainer = outboundDestinationViewMap.get(destination)) == null) {
            ObjectName bridgeObjectName = bridge.getMbeanObjectName();
            try {
                ObjectName objectName = BrokerMBeanSupport.createNetworkOutBoundDestinationObjectName(bridgeObjectName, destination);
                NetworkDestinationView networkDestinationView = new NetworkDestinationView(networkBridgeView, destination.getPhysicalName());
                AnnotatedMBean.registerMBean(brokerService.getManagementContext(), networkDestinationView, objectName);

                networkDestinationContainer = new NetworkDestinationContainer(networkDestinationView, objectName);
                outboundDestinationViewMap.put(destination, networkDestinationContainer);
                networkDestinationView.messageSent();
            } catch (Exception e) {
                
---------------Reference log start----------------
LOG.warn(""Failed to register "" + destination, e)
---------------Reference log end----------------
            }
        } else {
            networkDestinationContainer.view.messageSent();
        }
    }",,
